T_keV,sv_m3_per_s_adopted,sv_m3_per_s_low,sv_m3_per_s_high,Palpha_per_ne2_Wm3_adopted,Palpha_per_ne2_Wm3_low,Palpha_per_ne2_Wm3_high,Pbrem_per_ne2_Wm3
3.72759372031494,4.385743613605523e-24,4.103453008824362e-24,4.680467202830999e-24,6.148393947879308e-37,5.7526494632734655e-37,6.56156829000677e-37,1.2617142049917106e-36
3.79269019073225,4.695533733599995e-24,4.3902932282997875e-24,5.010490531689875e-24,6.582690128116107e-37,6.154772073441555e-37,7.024229497907785e-37,1.2730980720524067e-36
3.858923467029904,5.0252057596473504e-24,4.695211068707539e-24,5.3616466889263205e-24,7.044858843005555e-37,6.582237782733715e-37,7.516516914166066e-37,1.2845918181931985e-36
3.9263134017068375,5.375911047218905e-24,5.0193119305984036e-24,5.7352347968833975e-24,7.536514183027025e-37,7.036596257216918e-37,8.040251784311528e-37,1.296196685693226e-36
3.9948801939541703,5.74886119804228e-24,5.363776456611375e-24,6.1326394470455764e-24,8.059354698161016e-37,7.519502645184303e-37,8.597375173452716e-37,1.307913935182622e-36
4.06464439570963,6.145330982175232e-24,5.729866651231721e-24,6.555337229549142e-24,8.61516749435775e-37,8.03272615647188e-37,9.189957120027188e-37,1.3197448460007096e-36
4.135626917817709,6.566661401291575e-24,6.11893255356829e-24,7.004903822621961e-24,9.205832527971678e-37,8.578159417055435e-37,9.820206574519415e-37,1.3316907165625377e-36
4.207849036297403,7.014262900694002e-24,6.5324195161776245e-24,7.483021693135158e-24,9.833327108696869e-37,9.157828673267203e-37,1.0490482194899236e-36,1.3437528647339652e-36
4.281332398719393,7.48961873801771e-24,6.971876148519745e-24,7.991488464489329e-24,1.0499730622167976e-36,9.773904927762719e-37,1.1203304077599676e-36,1.3559326282155173e-36
4.356099030694608,7.994204058121994e-24,7.438800333697861e-24,8.532060700276895e-24,1.1207111080682158e-36,1.0428488069686853e-36,1.1961134757121654e-36,1.3682313649352194e-36
4.432171342476087,8.529297795357818e-24,7.934204638686748e-24,9.106022394822045e-24,1.195726142813126e-36,1.1122997621293532e-36,1.276577427095653e-36,1.3806504534506542e-36
4.509572135676147,9.09647156846327e-24,8.45951965314327e-24,9.715108427637824e-24,1.2752384923982537e-36,1.1859439132738692e-36,1.3619654754595578e-36,1.3931912933604596e-36
4.588324610100845,9.697391389071533e-24,9.016278204855044e-24,1.0361175155195351e-23,1.3594817157532813e-36,1.2639961482279441e-36,1.4525378642630902e-36,1.4058553057255128e-36
4.668452370703792,1.0333793519118878e-23,9.606068545173538e-24,1.1046153389352262e-23,1.4486992202298788e-36,1.3466791246719492e-36,1.5485652749000088e-36,1.4186439335000462e-36
4.7499794346614115,1.1007486492363325e-23,1.0230534393447912e-23,1.1772049499290113e-23,1.543144544999325e-36,1.4342232763701158e-36,1.6503289811797268e-36,1.4315586419729422e-36
4.832930238571752,1.1720353143358e-23,1.0891374780179282e-23,1.2540946362250683e-23,1.6430816454952063e-36,1.526866791182262e-36,1.7581209826114678e-36,1.4446009192194686e-36
4.917329645779018,1.2474352640894998e-23,1.1590343671135329e-23,1.3355004146205202e-23,1.748785178482839e-36,1.6248555583682458e-36,1.872244114127021e-36,1.457772276563717e-36
5.003202953826004,1.3271522522791535e-23,1.2329249354145653e-23,1.421646090685439e-23,1.8605407873168667e-36,1.728443082622529e-36,1.9930121297744486e-36,1.471074249052017e-36
5.090575902036683,1.4113980728747746e-23,1.3109953569840066e-23,1.5127632980647516e-23,1.978645386928519e-36,1.8378903622119814e-36,2.1207497578156074e-36,1.4845083959376008e-36
5.17947467923121,1.500392214168613e-23,1.3934371960439636e-23,1.609092183351491e-23,2.1034066789544166e-36,1.9534659518921014e-36,2.255793660853078e-36,1.4980763011768094e-36
5.269925931575656,1.5943004814885373e-23,1.480466097870545e-23,1.7109533129489157e-23,2.2350571066388986e-36,2.0754721657576767e-36,2.3985932423876873e-36,1.5117795739371323e-36
5.36195677056882,1.693320773440263e-23,1.5722993651299722e-23,1.8186350928832874e-23,2.3738741049386977e-36,2.2042136414062417e-36,2.5495528201412702e-36,1.525619849117373e-36
5.455594781168519,1.797707163100625e-23,1.669147062541742e-23,1.9323701629567734e-23,2.5202138600574676e-36,2.3399848695248516e-36,2.7089985329121005e-36,1.539598787880263e-36
5.550868030059805,1.9077272584696487e-23,1.7712238151364152e-23,2.0523886333934156e-23,2.6744515328693314e-36,2.4830867339214126e-36,2.8772529732713576e-36,1.5537180781978284e-36
5.647805074067555,2.0236631105869036e-23,1.878748497691362e-23,2.17891643137163e-23,2.8369825320113333e-36,2.6338260761432408e-36,3.054632869559504e-36,1.5679794354098414e-36
5.746434968715974,2.145812191634742e-23,1.991943880012564e-23,2.312173483965599e-23,3.008223885090825e-36,2.7925151981960013e-36,3.2414465385435495e-36,1.582384602795686e-36
5.846787276937591,2.274488448525787e-23,2.1110362258316008e-23,2.452371734378646e-23,3.188615715714562e-36,2.9594713002355712e-36,3.437991104365582e-36,1.5969353521599802e-36
5.948892077934334,2.410023437940762e-23,2.2362548431511732e-23,2.5997129898931607e-23,3.378622834703409e-36,3.135015850195377e-36,3.6445494815739633e-36,1.611633484432308e-36
6.052779976193349,2.552766552241304e-23,2.36782798462675e-23,2.754384909255241e-23,3.578735056800538e-36,3.3194688365127544e-36,3.861384749819588e-36,1.6264808302814192e-36
6.158482110660264,2.7030306888988666e-23,2.5058848156472436e-23,2.916551848380901e-23,3.789391034396352e-36,3.5130113367347355e-36,4.088727320409717e-36,1.641479250744263e-36
6.266030164072655,2.861093168987641e-23,2.650673246393108e-23,3.08653836086733e-23,4.0109795451678855e-36,3.715990897272468e-36,4.32703218651051e-36,1.6566306378702428e-36
6.375456372456506,3.0272376628991007e-23,2.802530312272311e-23,3.2647463749133456e-23,4.243898267928995e-36,3.928880009599493e-36,4.576862813094571e-36,1.6719369153810713e-36
6.486793534788511,3.201745989849199e-23,2.961818049180209e-23,3.4516114022952894e-23,4.48854228632214e-36,4.152186213486495e-36,4.8388297461048014e-36,1.6874000393466316e-36
6.600075022827095,3.3848966616546873e-23,3.128925797375651e-23,3.647605857286681e-23,4.7453020473317765e-36,4.386455326815701e-36,5.113595265262977e-36,1.7030219988772493e-36
6.7153347911151435,3.576963298378239e-23,3.304272709307708e-23,3.8532426798823175e-23,5.014561140170037e-36,4.6322749613146e-36,5.401878463484118e-36,1.7188048168327987e-36
6.832607387157402,3.778212913583117e-23,3.488310481745155e-23,4.0690792966557766e-23,5.2966938923674404e-36,4.8902783527406996e-36,5.7044607996206604e-36,1.7347505505490732e-36
6.951927961775605,3.988964231618606e-23,3.6815396695373045e-23,4.295707270190463e-23,5.5921471250409583e-36,5.1611672312171575e-36,6.022171587952699e-36,1.7508612925818583e-36
7.073332279644442,4.209841380515914e-23,3.8844365395525273e-23,4.533531971555859e-23,5.901795806120289e-36,5.4456092774360175e-36,6.355579120028908e-36,1.767139171469168e-36
7.196856730011519,4.441117646008696e-23,4.097190668460802e-23,4.782789204114104e-23,6.22602305612019e-36,5.7438702597943964e-36,6.70501396965669e-36,1.7835863525121008e-36
7.322538337604533,4.682965252998134e-23,4.3199191936729335e-23,5.0436778678548663e-23,6.565070317914071e-36,6.056114393762034e-36,7.070754975637506e-36,1.8002050385748038e-36
7.450414773728913,4.935519396377139e-23,4.55269002264911e-23,5.316355021849744e-23,6.919127121838083e-36,6.382436879116668e-36,7.453022319799193e-36,1.8169974709040247e-36
7.580524367559261,5.1988731201342463e-23,4.795515030005495e-23,5.600929836338537e-23,7.288323906683544e-36,6.722854362936787e-36,7.851969048398168e-36,1.83396592996876e-36
7.712906117627995,5.473071976607013e-23,5.048342991214328e-23,5.897457263866366e-23,7.672724532479958e-36,7.077295033323607e-36,8.267672199657732e-36,1.8511127363205132e-36
7.847599703514611,5.758080795017149e-23,5.311102108006475e-23,6.206131260509037e-23,8.072279693153042e-36,7.445658235956605e-36,8.700403681483979e-36,1.8684402514746998e-36
7.984645497739087,6.05406235931118e-23,5.58410605939441e-23,6.527668490633502e-23,8.487217596258875e-36,7.828383718872098e-36,9.151168188917166e-36,1.8859508788137255e-36
8.12408457786297,6.361619226070857e-23,5.867920629159935e-23,6.862358960982191e-23,8.918382968613906e-36,8.2262646569308e-36,9.620372283730413e-36,1.9036470645123118e-36
8.26595873880181,6.68144648781923e-23,6.163179159075103e-23,7.210433960383737e-23,9.36675026359217e-36,8.640188934847663e-36,1.0108340210786044e-35,1.9215312984856364e-36
8.410310505352605,7.014322959999496e-23,6.4705882867412e-23,7.572101546785446e-23,9.833411306110796e-36,9.071147191094488e-36,1.0615363647468039e-35,1.939606115360869e-36
8.557183144940007,7.361119355723744e-23,6.790935081549766e-23,7.947543852968169e-23,1.0319586752847503e-35,9.520242821836182e-36,1.1141697926551443e-35,1.957874095472709e-36
8.706620680585127,7.722728101828703e-23,7.125124743919906e-23,8.336832934510118e-23,1.0826527701049481e-35,9.988744831663244e-36,1.1687444063079544e-35,1.9763378658835476e-36
8.858667904100825,8.099411494704696e-23,7.473714605543819e-23,8.739957592301342e-23,1.135460186522102e-35,1.047743454641348e-35,1.2252586356969096e-35,1.9950001014288793e-36
9.013370389517434,8.49109378627568e-23,7.836418660851836e-23,9.157499529916073e-23,1.19037030537893e-35,1.0985911013576086e-35,1.2837940301110328e-35,2.0138635257886227e-36
9.17077450674293,8.897609700800401e-23,8.212755115038894e-23,9.590159731825536e-23,1.2473599565939867e-35,1.1513498802819388e-35,1.3444488608826259e-35,2.0329309125850096e-36
9.330927435461668,9.318686250194513e-23,8.60207607848444e-23,1.0038715252802457e-22,1.3063908698433887e-35,1.2059289634733357e-35,1.4073320636742065e-35,2.0522050865077302e-36
9.493877179275827,9.753937966571145e-23,9.003554279863822e-23,1.0504025383872524e-22,1.3674090062085044e-35,1.262212375387995e-35,1.472564102886051e-35,2.0716889244670452e-36
9.659672580093833,1.0203792922827829e-22,9.416846447772993e-23,1.0986712817951134e-22,1.430474377423815e-35,1.320151992651432e-35,1.5402322741215906e-35,2.091385356775575e-36
9.828363332770026,1.0668819267541506e-22,9.842731843567392e-23,1.148671062120857e-22,1.4956666324971e-35,1.3798570602679994e-35,1.61032719389675e-35,2.1112973683595082e-36
10.0,1.1149063560035273e-22,1.0282154604358163e-22,1.200378252188063e-22,1.56299229860107e-35,1.4414599372493394e-35,1.6828157391652898e-35,2.1314279999999996e-36
10.174634027476063,1.1644530237261156e-22,1.0736199356702054e-22,1.2537580094423536e-22,1.6324519977540514e-35,1.5051126778864633e-35,1.7576490639915292e-35,2.151780349605519e-36
10.352317759307383,1.2155172145961553e-22,1.1206100914311034e-22,1.3087629779506867e-22,1.7040391195193834e-35,1.570988391276078e-35,1.8347607798772418e-35,2.172357573515971e-36
10.53310445370937,1.2679576971236085e-22,1.169234379089996e-22,1.365281904158168e-22,1.777555670827908e-35,1.6391550016165537e-35,1.913994919957089e-35,2.1931628878393865e-36
10.717048298967109,1.321819229081775e-22,1.2194506609913533e-22,1.423385958040644e-22,1.8530643978058741e-35,1.7095534359366767e-35,1.9954512577443713e-35,2.2141995698220444e-36
10.904204429677527,1.377344615612035e-22,1.271232117819702e-22,1.4832837107180867e-22,1.9309056900869e-35,1.782146096115929e-35,2.0794221900421673e-35,2.235470959252878e-36
11.094628943275218,1.4348153475276485e-22,1.3245422121417432e-22,1.5452159469625576e-22,2.011474170924215e-35,1.8568817601601507e-35,2.166245274119144e-35,2.2569804599030535e-36
11.28837891684689,1.4946241487442375e-22,1.379350219363441e-22,1.6094768002826367e-22,2.0953204017638882e-35,1.9337173551210198e-35,2.2563328570806846e-35,2.278731541001644e-36
11.48551242423938,1.5572712667611275e-22,1.4357305106326392e-22,1.676281436976867e-22,2.1831456818537273e-35,2.0127571422494404e-35,2.349986581540745e-35,2.3007277387483032e-36
11.68608855346651,1.6220883066272342e-22,1.4936608136296894e-22,1.7452981110684907e-22,2.2740129852674344e-35,2.0939698978790526e-35,2.446741371303489e-35,2.3229726578639318e-36
11.890167424419893,1.688082870216584e-22,1.553082594296875e-22,1.8160543655932525e-22,2.3665310645520825e-35,2.1772735628477357e-35,2.545934886798803e-35,2.3454699731802964e-36
12.097810206889013,1.7540963634705e-22,1.613922403294496e-22,1.888004329188421e-22,2.459075681419706e-35,2.2625651681916205e-35,2.646801868476966e-35,2.3682234312696196e-36
12.309079138896024,1.819411849738074e-22,1.6760200137919922e-22,1.9611539216212736e-22,2.5506417591139287e-35,2.349620091187152e-35,2.7493506152866883e-35,2.3912368521151675e-36
12.524037545350732,1.884898948989141e-22,1.739494990228393e-22,2.0356958870639605e-22,2.6424484218313653e-35,2.4386059497659915e-35,2.853851336160808e-35,2.4145141308239165e-36
12.742749857031335,1.9518589499475614e-22,1.8046214518325893e-22,2.1116283729178894e-22,2.736319952161039e-35,2.529907032923665e-35,2.960301433932921e-35,2.4380592393823655e-36
12.965281629896682,2.021769784779268e-22,1.8717192255391809e-22,2.188952930367808e-22,2.8343282699379834e-35,2.6239717074965204e-35,3.06870308321599e-35,2.46187622845663e-36
13.191699564735716,2.0949613960268863e-22,1.941141205112593e-22,2.267672433184457e-22,2.9369359231155107e-35,2.7212946968602485e-35,3.179060312762306e-35,2.4859692292379588e-36
13.422071527160119,2.1706666222590067e-22,2.012504301658149e-22,2.347694412654648e-22,3.0430674245886993e-35,2.821338946948527e-35,3.2912434902616774e-35,2.510342455334853e-36
13.656466567946103,2.248198296927132e-22,2.0851144038208594e-22,2.4288854573064753e-22,3.15175943244334e-35,2.923131379891294e-35,3.405065585563985e-35,2.5350002047129964e-36
13.894954943731374,2.327006351615967e-22,2.158366250343986e-22,2.511170736400051e-22,3.2622408032626046e-35,3.025823477175913e-35,3.520421693114144e-35,2.5599468616842392e-36
14.137608138073606,2.4082290075252085e-22,2.233088552351864e-22,2.5949938705891267e-22,3.376107214530662e-35,3.1305770127021627e-35,3.6379337267272294e-35,2.585186898945905e-36
14.38449888287663,2.491856258673972e-22,2.3094160595644524e-22,2.680460697805957e-22,3.493344638817336e-35,3.237580892716204e-35,3.757750061082535e-35,2.6107248796717323e-36
14.635701180190798,2.5774786332666366e-22,2.3872130526593995e-22,2.7675740658531306e-22,3.6133790357473033e-35,3.346644851681864e-35,3.8798746885274806e-35,2.6365654596557868e-36
14.891290324394095,2.6646240247260553e-22,2.466324809836802e-22,2.8563370310247853e-22,3.735548556959734e-35,3.457551984403141e-35,4.004311893694739e-35,2.6627133895107276e-36
15.15134292476053,2.752754478607237e-22,2.5465768418786685e-22,2.946752945006704e-22,3.8590990416679474e-35,3.5700576736505765e-35,4.131066375327875e-35,2.6891735169218257e-36
15.415936928422719,2.8412639721792333e-22,2.627774242183551e-22,3.038825544239592e-22,3.983180903845145e-35,3.68388867897185e-35,4.2601433715601324e-35,2.7159507889581967e-36
15.68515164373547,2.929757256650301e-22,2.7098464072762545e-22,3.1327274215357915e-22,4.107240042409922e-35,3.7989460210335053e-35,4.39178484104125e-35,2.7430502544427382e-36
15.95906776404731,3.0188014514975564e-22,2.7930901016031517e-22,3.2288553073761616e-22,4.232071504740336e-35,3.915645735264599e-35,4.5265469620393526e-35,2.7704770663822724e-36
16.237767391887218,3.1084219815591203e-22,2.877341335878309e-22,3.326796454823661e-22,4.357710934032752e-35,4.033757924338251e-35,4.6638511027434434e-35,2.798236484459496e-36
16.5213340635737,3.198576346739477e-22,2.9623704566103605e-22,3.4260167521480547e-22,4.484098749209689e-35,4.152960635978902e-35,4.80294848948616e-35,2.8263338775883103e-36
16.80985277425364,3.289225272871509e-22,3.047924953398056e-22,3.5259185435911006e-22,4.6111798916373806e-35,4.272899874704917e-35,4.943001265937851e-35,2.8547747265342106e-36
17.103410003378404,3.3803329731827283e-22,3.1337291995346084e-22,3.6258392244413514e-22,4.738904191676477e-35,4.39318923818064e-35,5.083080523535538e-35,2.883564626601399e-36
17.40209374062485,3.472084478486678e-22,3.219774553659736e-22,3.7255272329485555e-22,4.867531044867253e-35,4.513816612043733e-35,5.222833596715745e-35,2.9127092903883784e-36
17.70599351226898,3.565458919114204e-22,3.307225548735932e-22,3.826755623172705e-22,4.998433098480215e-35,4.6364145603584715e-35,5.36474613804099e-35,2.9422145506137994e-36
18.01520040802025,3.6604805986971666e-22,3.396155956522166e-22,3.92967204453087e-22,5.131644423887566e-35,4.761086504089768e-35,5.509025137901573e-35,2.9720863630143988e-36
18.329807108324356,3.7570217925887177e-22,3.4864536299666783e-22,4.0341330840572213e-22,5.266985963325134e-35,4.887675223774958e-35,5.655469545007484e-35,3.0023308093168862e-36
18.64990791214297,3.8549403738203104e-22,3.577994051652442e-22,4.1399797319103615e-22,5.404258468348362e-35,5.016006157879965e-35,5.80385644273782e-35,3.032954100285728e-36
18.975598765218503,3.9540793033376794e-22,3.6706399237702405e-22,4.247036881262464e-22,5.543241785191801e-35,5.145886827980693e-35,5.953940348033084e-35,3.0639625788488005e-36
19.306977288832496,4.05426618067165e-22,3.764240807923756e-22,4.355112897935842e-22,5.683694224852474e-35,5.277106333804134e-35,6.105452608066729e-35,3.095362723302914e-36
19.644142809066278,4.1553128652050868e-22,3.858632822704546e-22,4.463999270661566e-22,5.825352032142285e-35,5.409434929257353e-35,6.258100909941129e-35,3.12716115060134e-36
19.987196386572506,4.257015178586146e-22,3.953638407246046e-22,4.573470353178551e-22,5.967928968499803e-35,5.542623690952768e-35,6.411568919135102e-35,3.1593646197254224e-36
20.336240846866723,4.359152699133934e-22,4.0490661591687836e-22,4.683283209627135e-22,6.111116023766618e-35,5.676404291022807e-35,6.565516062760481e-35,3.1919800351425084e-36
20.69138081114789,4.461488659270302e-22,4.144710755448201e-22,4.793177574805382e-22,6.254581272396508e-35,5.810488886184147e-35,6.719577473845225e-35,3.225014450352423e-36
21.05272272765707,4.563769957071992e-22,4.240352964765091e-22,4.902875940827808e-22,6.397969889650438e-35,5.944570135051848e-35,6.873364112820697e-35,3.2584750715248064e-36
21.42037490358384,4.6657272929582655e-22,4.335759759819384e-22,5.012083781541537e-22,6.540904343219581e-35,6.07832135559256e-35,7.026463082131685e-35,3.2923692612296785e-36
21.794447537529855,4.767292753480995e-22,4.430901165825221e-22,5.120741827932947e-22,6.683289424931677e-35,6.211700526017464e-35,7.17879129227804e-35,3.326704542263672e-36
22.17505275253932,4.868967225916503e-22,4.526284112443534e-22,5.22943610989917e-22,6.825827330940818e-35,6.345418313327151e-35,7.331170301241769e-35,3.361488601574411e-36
22.56230462970634,4.970710490219535e-22,4.621838913390866e-22,5.338107793714978e-22,6.968461676582372e-35,6.479377024003447e-35,7.483517629755501e-35,3.396729294285617e-36
22.956319242369098,5.072430786161727e-22,4.717439755423838e-22,5.446636575636737e-22,7.111063822774249e-35,6.613400279887406e-35,7.635664623453086e-35,3.4324346478255526e-36
23.357214690901213,5.174034097866282e-22,4.812955016937771e-22,5.554898418729708e-22,7.253501968230549e-35,6.747303560051925e-35,7.787437394390752e-35,3.468612866161508e-36
23.76511113811074,5.275424269295493e-22,4.90824737423602e-22,5.662765704407781e-22,7.395641311364044e-35,6.880894349781206e-35,7.938657033491362e-35,3.505272334143102e-36
24.180130845257207,5.376503127874052e-22,5.003173936945278e-22,5.770107400670734e-22,7.537344223594256e-35,7.013972330410075e-35,8.089139846396986e-35,3.542421621957219e-36
24.602398208697764,5.477170616131436e-22,5.097586413730041e-22,5.876789247148845e-22,7.678470433897525e-35,7.146329611639863e-35,8.23869761288379e-35,3.580069489697522e-36
25.032039797173255,5.577324931218031e-22,5.1913313093535915e-22,5.98267395699673e-22,7.81887722439529e-35,7.277751007799082e-35,8.387137869897922e-35,3.618224892051522e-36
