T_keV,sv_m3_per_s_adopted,sv_m3_per_s_low,sv_m3_per_s_high,Palpha_per_ne2_Wm3_adopted,Palpha_per_ne2_Wm3_low,Palpha_per_ne2_Wm3_high,Pbrem_per_ne2_Wm3
2.7772119324293554,1.2948502192364098e-24,1.213294941261752e-24,1.3775229099271415e-24,1.8152564200665593e-37,1.7009237044099843e-37,1.931155641699334e-37,1.0838783919401907e-36
2.825711502920828,1.3953623374420733e-24,1.307690523815999e-24,1.4848402958857135e-24,1.956164816386649e-37,1.8332573015410627e-37,2.0816043738785197e-37,1.0935681814010347e-36
2.87505804094488,1.5031131037489909e-24,1.4089345166096816e-24,1.5999598612225198e-24,2.10722110645012e-37,1.9751917161796025e-37,2.2429910168650286e-37,1.1033492283176852e-36
2.9252663374366454,1.6185790329937618e-24,1.5174672970270894e-24,1.7233920548007665e-24,2.2690933185768054e-37,2.127344315386448e-37,2.4160311712451562e-37,1.1132225106408047e-36
2.976351441631318,1.742264660791254e-24,1.6337516097464144e-24,1.8556752283850184e-24,2.442488763543223e-37,2.290363823033643e-37,2.601479554809704e-37,1.1231890196790568e-36
3.0283286655749455,1.8747039572908937e-24,1.7582730937991224e-24,1.997376646494824e-24,2.6281560165339538e-37,2.464931058691364e-37,2.8001314182723744e-37,1.1332497603429939e-36
3.0812135887140033,2.016461797017291e-24,1.8915407543978292e-24,2.1490934830832478e-24,2.8268869777179105e-37,2.651759599085568e-37,3.0128239425179476e-37,1.143405751394423e-36
3.1350220625651146,2.1681354860849732e-24,2.034087370429319e-24,2.3114537988452997e-24,3.0395190132576296e-37,2.851596349364313e-37,3.2404376086954164e-37,1.1536580257013865e-36
3.1897702154663214,2.33035634804893e-24,2.1864698278928263e-24,2.4851174924017264e-24,3.2669371785203713e-37,3.0652220105464023e-37,3.483897531686879e-37,1.164007630498907e-36
3.245474457411331,2.5037913696203566e-24,2.349269368952902e-24,2.6707772180267432e-24,3.5100765252145193e-37,3.293451428669732e-37,3.7441747466742255e-37,1.1744556276556255e-36
3.3021514849681757,2.689144907439557e-24,2.5230917456769774e-24,2.8691592619956837e-24,3.769924494122282e-37,3.5371338103166838e-37,4.0222874376948984e-37,1.1850030939464894e-36
3.3598182862837818,2.887160457055889e-24,2.7085672669479212e-24,3.0810243690237085e-24,4.0475233950407425e-37,3.79715278838105e-37,4.3193020962300824e-37,1.1956511213316395e-36
3.418492146175929,3.0986224852173547e-24,2.9063507264895405e-24,3.3071685096523994e-24,4.343972975476974e-37,4.074426321166659e-37,4.6363345970074685e-37,1.2064008172416474e-36
3.4781906513141303,3.324331096194628e-24,3.1170919822880136e-24,3.548387112080847e-24,4.6603949052523104e-37,4.369865447544273e-37,4.974500054442339e-37,1.2172533048692645e-36
3.53893169549099,3.564997167756997e-24,3.3413579819862996e-24,3.8053619166501045e-24,4.997785767149384e-37,4.684264973996863e-37,5.334754203423972e-37,1.2282097234678445e-36
3.600733484985619,3.8214883008863944e-24,3.579926813680928e-24,4.079014260132823e-24,5.357361854936475e-37,5.018715705770949e-37,5.718388670170406e-37,1.2392712286566057e-36
3.663614544020716,4.094741502496585e-24,3.8336546370426935e-24,4.3703570329406464e-24,5.740436762873822e-37,5.374417897008611e-37,6.126823430363189e-37,1.2504389927329075e-36
