T_keV,Pdt_per_ne2_Wm3_adopted,Pdt_per_ne2_Wm3_low,Pdt_per_ne2_Wm3_high,Pdd_fullboost_inDT_per_ne2_Wm3_adopted,Ptotal_dt_plus_fullboostdd_per_ne2_Wm3_adopted,Pdd_fullboost_inDT_per_ne2_Wm3_low,Ptotal_dt_plus_fullboostdd_per_ne2_Wm3_low,Pdd_fullboost_inDT_per_ne2_Wm3_high,Ptotal_dt_plus_fullboostdd_per_ne2_Wm3_high,Pbrem_per_ne2_Wm3
1.3191699564735715,4.6691604431876657e-39,4.3100405995863335e-39,5.0279408993601175e-39,2.3741995056705138e-40,4.906580393754717e-39,2.177854497431899e-40,4.5278260493295236e-39,2.577965722140613e-40,5.285737471574179e-39,7.415328135579051e-37
1.3422071527160124,5.140643399295796e-39,4.7509123312709634e-39,5.5295965469197306e-39,2.5906662859773268e-40,5.3997100278935286e-39,2.3768072431985314e-40,4.988593055590817e-39,2.8134703343430806e-40,5.8109435803540385e-39,7.480669252334376e-37
1.3656466567946106,5.6554586136579656e-39,5.2326384180619936e-39,6.077630594655911e-39,2.826869346602825e-40,5.938145548318248e-39,2.5939348464199046e-40,5.492031902703984e-39,3.070488972854032e-40,6.384679491941314e-39,7.546601404770188e-37
1.3894954943731377,6.21637613836488e-39,5.757673857887829e-39,6.676086773357774e-39,3.0810079467404136e-40,6.524476933038922e-39,2.8272455867367856e-40,6.040398416561507e-39,3.3466791884564083e-40,7.010754692203415e-39,7.61313033551105e-37
1.4137608138073603,6.828650761955175e-39,6.33134663000416e-39,7.330958425862567e-39,3.3531528881433676e-40,7.163966050769511e-39,3.076631158684476e-40,6.639009745872608e-39,3.6419206924543114e-40,7.695150495107998e-39,7.680261853003729e-37
1.4384498882876628,7.497183364717957e-39,6.958287876291469e-39,8.04728697610585e-39,3.649336348891716e-40,7.862116999607129e-39,3.3480145237449212e-40,7.293089328665961e-39,3.963208178386665e-40,8.443607793944516e-39,7.748001832507671e-37
1.46357011801908,8.226922781944482e-39,7.643004376440405e-39,8.830025446738481e-39,3.971681647572142e-40,8.624090946701697e-39,3.6433360624221358e-40,8.007337982682618e-39,4.3128394030584734e-40,9.261309387044329e-39,7.816356217105078e-37
1.4891290324394095,9.023254582218055e-39,8.390336574353384e-39,9.684382622273753e-39,4.322499655163785e-40,9.455504547734433e-39,3.964707312230567e-40,8.78680730557644e-39,4.693314829640355e-40,1.0153714105237789e-38,7.88533101873108e-37
1.515134292476053,9.892041873575804e-39,9.205478315659275e-39,1.06158122186947e-38,4.704305361511723e-40,1.0362472409726976e-38,4.3144260651059474e-40,9.636920922169869e-39,5.107355510270334e-40,1.1126547769721734e-38,7.954932319224429e-37
1.5415936928422724,1.0839670258318462e-38,1.0093997245559513e-38,1.1629997038287233e-38,5.119835905113343e-40,1.1351653848829797e-38,4.694992796528299e-40,1.0563496525212342e-38,5.55792254624598e-40,1.218578929291183e-38,8.025166271399239e-37
1.568515164373547,1.1873491182415824e-38,1.1062051512484755e-38,1.273352105706738e-38,5.559783764192741e-40,1.24294695588351e-38,5.098755205436457e-40,1.1571927033028401e-38,6.036397241374584e-40,1.333716078120484e-38,8.096039100138247e-37
1.5959067764047312,1.3001804733689283e-38,1.211656949328373e-38,1.3935240086594063e-38,6.0301758229176815e-40,1.3604822315981051e-38,5.531024889872632e-40,1.2669671982270993e-38,6.548967115005304e-40,1.4590136798094592e-38,8.167557103508102e-37
1.6237767391887217,1.4231159835782646e-38,1.3264027815562542e-38,1.5242391721247522e-38,6.5403659562252976e-40,1.4885196431405175e-38,5.999942162308972e-40,1.3864022031793438e-38,7.105060942552162e-40,1.5952897815502737e-38,8.239726653897206e-37
1.65213340635737,1.5567941365601174e-38,1.451110123884562e-38,1.6662219106461884e-38,7.093721327126135e-40,1.6277313498313787e-38,6.50861398526132e-40,1.516196263737175e-38,7.708374482704998e-40,1.7433056554732383e-38,8.312554199176674e-37
1.6809852774253642,1.7018414366924206e-38,1.5864704160438422e-38,1.8202119615228131e-38,7.6938939814257e-40,1.7787803765066777e-38,7.060410727832124e-40,1.6570745233221633e-38,8.362917312891205e-40,1.9038411346517252e-38,8.386046263884874e-37
1.7103410003378408,1.858860495350717e-38,1.733196078857277e-38,1.9869586454898727e-38,8.344844950570045e-40,1.9423089448564176e-38,7.658988497177917e-40,1.809785963829056e-38,9.073039476633473e-40,2.0776890402562073e-38,8.46020945043622e-37
1.7402093740624849,2.0286127244358394e-38,1.8921680843897487e-38,2.1673769405426334e-38,9.02710444570521e-40,2.1188837688928915e-38,8.284930242497054e-40,1.9750173868147192e-38,9.814571179292505e-40,2.2655226523355585e-38,8.535050440354716e-37
1.7705993512268987,2.212806330226378e-38,2.0649843204350662e-38,2.363173711015145e-38,9.744854511253585e-40,2.310254875338914e-38,8.942069030375777e-40,2.154405010738824e-38,1.059205150562825e-39,2.4690942260714273e-38,8.610575995532857e-37
1.801520040802025,2.412701878028715e-38,2.2528373631947358e-38,2.575667688985904e-38,1.0519673281356301e-39,2.517898610842278e-38,9.651330331527858e-40,2.3493506665100145e-38,1.1431121446710947e-39,2.6899789034530137e-38,8.686792959516522e-37
1.832980710832436,2.6295384519342275e-38,2.456906510682932e-38,2.806176089590565e-38,1.1356098320266011e-39,2.7430994351368874e-38,1.0416848366060618e-39,2.5610749943435383e-38,1.2336659943545512e-39,2.92954268902602e-38,8.763708258816442e-37
1.864990791214297,2.864643651844651e-38,2.6784454369184484e-38,3.056108989468648e-38,1.2259027976477176e-39,2.9872339316094225e-38,1.1243085269501923e-39,2.7908762896134675e-38,1.3313932431928677e-39,3.1892483137879346e-38,8.841328904246904e-37
1.8975598765218504,3.119439091923155e-38,2.918784494576489e-38,3.326974768542802e-38,1.3233750068882131e-39,3.2517765926119765e-38,1.2134857102186558e-39,3.0401330655983546e-38,1.4368621459384912e-39,3.470660983136651e-38,8.919661992292342e-37
1.93069772888325,3.395446170172099e-38,3.179332753229122e-38,3.6203857624901164e-38,1.4285972853776354e-39,3.5383058987098627e-38,1.309736192163679e-39,3.31030637244549e-38,1.5506859727482396e-39,3.7754543597649403e-38,8.998714706502472e-37
1.964414280906628,3.69429211662155e-38,3.461579715447444e-38,3.9380641230602893e-38,1.5421858454069413e-39,3.8485107011622446e-38,1.4136210081569799e-39,3.6029418162631416e-38,1.673526575166029e-39,4.1054167805768923e-38,9.07849431891666e-37
1.9987196386572503,4.017716327295882e-38,3.767096647822505e-38,4.2818478819345615e-38,1.6648058946471196e-39,4.184196916760594e-38,1.525745693414462e-39,3.9196712171639513e-38,1.8060982345918482e-39,4.462457705393746e-38,9.159008191518252e-37
2.0336240846866733,4.367576990748024e-38,4.09753745874256e-38,4.65369721221373e-38,1.7971755317987968e-39,4.5472945439279033e-38,1.646763812606151e-39,4.2622138400031753e-38,1.9491718156146832e-39,4.848614393775198e-38,9.24026377771957e-37
2.0691380811147897,4.745858013507333e-38,4.4546390496191743e-38,5.055700879869318e-38,1.9400699519873145e-39,4.939865008706065e-38,1.7773807694258323e-39,4.6323771265617576e-38,2.1035792483597767e-39,5.266058804705295e-38,9.32226862387826e-37
2.105272272765707,5.154676250274841e-38,4.840221061277319e-38,5.490082875582249e-38,2.0943259865311288e-39,5.364108848927954e-38,1.9183579183254483e-39,5.032056853109863e-38,2.27021836591374e-39,5.717104712173623e-38,9.405030370845908e-37
2.1420374903583843,5.596289044112938e-38,5.256184932517892e-38,5.959209215325119e-38,2.260847003669379e-39,5.822373744479876e-38,2.070517002381382e-39,5.46323663275603e-38,2.4500581249556886e-39,6.204215027820688e-38,9.488556755549494e-37
2.179444753752985,6.073177103471368e-38,5.704597554888817e-38,6.465667443774334e-38,2.4310277614706925e-39,6.316279879618438e-38,2.2270189588534656e-39,5.927299450774164e-38,2.6341206754664743e-39,6.729079511320981e-38,9.572855612606669e-37
2.217505275253932,6.58810937018888e-38,6.187913963426953e-38,7.012356441394115e-38,2.6089433492650984e-39,6.84900370511539e-38,2.3912548316979e-39,6.427039446596743e-38,2.8267013292791856e-39,7.295026574322033e-38,9.65793487597554e-37
2.2562304629706342,7.143733534898854e-38,6.708585415534163e-38,7.602104690870743e-38,2.7998797494425634e-39,7.42372150984311e-38,2.5676026005016135e-39,6.965345675584325e-38,3.033361561361927e-39,7.905440847006935e-38,9.7438025806399e-37
2.295631924236909,7.742805133071454e-38,7.269193784356228e-38,8.23787139607169e-38,3.0047898945551665e-39,8.04328412252697e-38,2.7569554807429306e-39,7.544889332430522e-38,3.255130730169646e-39,8.563384469088655e-38,9.8304668643307e-37
2.3357214690901222,8.388206087293522e-38,7.872475526656878e-38,8.922766429820172e-38,3.224696457845525e-39,8.710675733078074e-38,2.960272559824365e-39,8.168502782639315e-38,3.493113450589585e-39,9.272077774879131e-38,9.917935969284678e-37
2.3765111138110746,9.08294279126535e-38,8.521329241358947e-38,9.660051752114802e-38,3.4606969572429086e-39,9.42901248698964e-38,3.178583654926351e-39,8.839187606851583e-38,3.7484950959416494e-39,1.0034901261708967e-37,1.0006218244041042e-36
2.418013084525721,9.830142959358216e-38,9.218823489474644e-38,1.0453141982040994e-37,3.7139692328970944e-39,1.0201539882647925e-37,3.41299452911336e-39,9.56012294238598e-38,4.0225477022301505e-39,1.085539675226401e-37,1.009532214527714e-36
