T_keV,Pdt_per_ne2_Wm3_adopted,Pdt_per_ne2_Wm3_low,Pdt_per_ne2_Wm3_high,Pdd_fullboost_inDT_per_ne2_Wm3_adopted,Ptotal_dt_plus_fullboostdd_per_ne2_Wm3_adopted,Pdd_fullboost_inDT_per_ne2_Wm3_low,Ptotal_dt_plus_fullboostdd_per_ne2_Wm3_low,Pdd_fullboost_inDT_per_ne2_Wm3_high,Ptotal_dt_plus_fullboostdd_per_ne2_Wm3_high,Pbrem_per_ne2_Wm3
2.460239820869776,1.063305109999835e-37,9.968204878306687e-38,1.13056040079469e-37,3.9857773255867974e-39,1.103162883255703e-37,3.664692492111751e-39,1.0334674127517862e-37,4.316636304055926e-39,1.173726763835249e-37,1.0185256239684064e-36
2.503203979717325,1.149502246641858e-37,1.07729064124949e-37,1.222115551416289e-37,4.277477785342299e-39,1.1922770244952811e-37,3.934952414127989e-39,1.1166401653907698e-37,4.632225733746562e-39,1.2684378087537545e-37,1.0276029205883188e-36
2.5469184389745405,1.241951533488257e-37,1.1636556114160956e-37,1.3203662296761142e-37,4.5905264417658235e-39,1.2878567979059153e-37,4.2251431831676656e-39,1.2059070432477722e-37,4.970887917571911e-39,1.3700751088518333e-37,1.036764983638461e-36
2.591396301439659,1.3410114848805648e-37,1.256301145870065e-37,1.4257169987279688e-37,4.9225885312864835e-39,1.3902373701934297e-37,4.532849610743162e-39,1.3016296419774966e-37,5.329918880116525e-39,1.4790161875291341e-37,1.0460127039588544e-36
2.636650898730358,1.4472880612056392e-37,1.3558072356341769e-37,1.5388376938560485e-37,5.252682756732975e-39,1.4998148887729689e-37,4.8370524983858714e-39,1.4041777606180356e-37,5.6856076845109844e-39,1.5956937707011583e-37,1.0553469841830724e-36
2.682695795279725,1.561396251567782e-37,1.4627413974882046e-37,1.660396532535547e-37,5.60491212448937e-39,1.6174453728126757e-37,5.161670666657094e-39,1.5143581041547754e-37,6.065033158902993e-39,1.7210468641245769e-37,1.064768738947292e-36
2.7295447924020064,1.683865266458728e-37,1.5776041101188975e-37,1.7909669106850488e-37,5.980760951721219e-39,1.7436728759759401e-37,5.508074200128907e-39,1.6326848521201866e-37,6.469779355125737e-39,1.8556647042363062e-37,1.0742788951039582e-36
2.7772119324293554,1.8152564200665597e-37,1.7009237044099845e-37,1.931155641699334e-37,6.381813089512449e-39,1.879074550961684e-37,5.877725130761757e-39,1.759700955717602e-37,6.901536035720792e-39,2.0001710020565418e-37,1.0838783919401908e-36
2.825711502920828,1.956164816386649e-37,1.8332573015410629e-37,2.08160437387852e-37,6.809758597315505e-39,2.024262402359804e-37,6.272183608561267e-39,1.8959791376266757e-37,7.362105728477005e-39,2.1552254311632902e-37,1.0935681814010349e-36
2.87505804094488,2.10722110645012e-37,1.9751917161796025e-37,2.2429910168650286e-37,7.266400864970362e-39,2.1798851150998236e-37,6.693114486353348e-39,2.042122861043136e-37,7.853411251747997e-39,2.3215251293825085e-37,1.1033492283176852e-36
2.925266337436645,2.2690933185768054e-37,2.127344315386448e-37,2.416031171245156e-37,7.753664212305074e-39,2.346629960699856e-37,7.142294346467465e-39,2.1987672588511225e-37,8.377503741968116e-39,2.4998062086648368e-37,1.1132225106408049e-36
2.976351441631318,2.442488763543223e-37,2.290363823033643e-37,2.601479554809704e-37,8.273601998343052e-39,2.5252247835266535e-37,7.621618998986301e-39,2.366580013023506e-37,8.93657121687978e-39,2.6908452669785018e-37,1.1231890196790568e-36
3.028328665574945,2.6281560165339538e-37,2.464931058691364e-37,2.8001314182723744e-37,8.828405274289792e-39,2.716440069276852e-37,8.133111483208528e-39,2.5462621735234493e-37,9.532947710221003e-39,2.8954608953745845e-37,1.133249760342994e-36
3.0812135887140037,2.8268869777179105e-37,2.651759599085568e-37,3.012823942517948e-37,9.420412016763309e-39,2.9210910978855437e-37,8.678930606095e-39,2.738548905146518e-37,1.0169123016012764e-38,3.1145151726780756e-37,1.143405751394423e-36
3.1350220625651146,3.0395190132576296e-37,2.851596349364313e-37,3.2404376086954164e-37,1.0052116980177677e-38,3.1400401830594064e-37,9.261380053737703e-39,2.9442101499016904e-37,1.0847753083122854e-38,3.348915139526645e-37,1.1536580257013865e-36
3.189770215466321,3.2669371785203717e-37,3.0652220105464023e-37,3.483897531686879e-37,1.0726182209798263e-38,3.3741990006183542e-37,9.882918114304797e-39,3.16405119168945e-37,1.1571671103507045e-38,3.5996142427219495e-37,1.164007630498907e-36
3.245474457411331,3.5100765252145197e-37,3.293451428669732e-37,3.7441747466742255e-37,1.1445448259771361e-38,3.6245310078122332e-37,1.0546168053500344e-38,3.3989131092047355e-37,1.2343899340414534e-38,3.867613740078371e-37,1.1744556276556257e-36
3.302151484968176,3.769924494122282e-37,3.537133810316684e-37,4.022287437694898e-37,1.2212946163401698e-38,3.8920539557562995e-37,1.1253929186328875e-38,3.649673102179973e-37,1.3167661745943016e-38,4.153964055154328e-37,1.1850030939464894e-36
3.3598182862837818,4.047523395040743e-37,3.79715278838105e-37,4.319302096230082e-37,1.3031910206121353e-38,4.177842497101957e-37,1.2009188691893308e-38,3.9172446752999835e-37,1.404639742061856e-38,4.459766070436267e-37,1.1956511213316397e-36
3.418492146175929,4.343972975476974e-37,4.074426321166659e-37,4.6363345970074685e-37,1.3905791554976165e-38,4.483030891026736e-37,1.281513422109457e-38,4.2025776633776045e-37,1.4983774971189967e-38,4.7861723467193685e-37,1.2064008172416474e-36
3.4781906513141303,4.6603949052523104e-37,4.369865447544273e-37,4.974500054442339e-37,1.4791198103506172e-38,4.808306886287372e-37,1.3632635100517145e-38,4.506191798549445e-37,1.593636615835716e-38,5.133863716025911e-37,1.2172533048692643e-36
3.53893169549099,4.997785767149384e-37,4.684264973996863e-37,5.334754203423972e-37,1.568714652319371e-38,5.154657232381321e-37,1.446086784140899e-38,4.828873652410953e-37,1.6903419569343557e-38,5.503788399117407e-37,1.2282097234678443e-36
3.600733484985619,5.357361854936475e-37,5.018715705770949e-37,5.718388670170406e-37,1.6637365297799034e-38,5.523735507914465e-37,1.5339418768625587e-38,5.172109893457205e-37,1.792915588773856e-38,5.897680229047791e-37,1.2392712286566057e-36
3.663614544020716,5.7404367628738224e-37,5.374417897008611e-37,6.126823430363189e-37,1.764514174984952e-38,5.916888180372318e-37,1.6271344897122068e-38,5.537131345979831e-37,1.9017136120186465e-38,6.3169947915650536e-37,1.2504389927329077e-36
3.72759372031494,6.148393947879308e-37,5.7526494632734655e-37,6.56156829000677e-37,1.8713962325120756e-38,6.3355335711305155e-37,1.7259888966758952e-38,5.925248352941055e-37,2.0171137362971343e-38,6.763279663636484e-37,1.2617142049917106e-36
3.79269019073225,6.5826901281161074e-37,6.154772073441555e-37,7.024229497907785e-37,1.9847524654145662e-38,6.781165374657564e-37,1.8308490725775112e-38,6.337856980699306e-37,2.1395165914806993e-38,7.238181157055855e-37,1.2730980720524069e-36
3.858923467029904,7.044858843005555e-37,6.582237782733715e-37,7.516516914166066e-37,2.104975034432664e-38,7.255356346448821e-37,1.942079889977081e-38,6.776445771731423e-37,2.269347118533932e-38,7.743451626019458e-37,1.2845918181931984e-36
3.9263134017068375,7.536514183027025e-37,7.036596257216918e-37,8.040251784311528e-37,2.2324798546901972e-38,7.759762168496046e-37,2.0600683887850355e-38,7.242603096095422e-37,2.4070560447648683e-38,8.280957388788014e-37,1.296196685693226e-36
3.9948801939541694,8.059354698161016e-37,7.519502645184303e-37,8.597375173452716e-37,2.367708034571029e-38,8.296125501618119e-37,2.1852251230104935e-38,7.738025157485353e-37,2.553121448596256e-38,8.852687318312341e-37,1.307913935182622e-36
4.06464439570963,8.61516749435775e-37,8.03272615647188e-37,9.189957120027188e-37,2.511127401752147e-38,8.866280234532964e-37,2.3179855893291848e-38,8.264524715404799e-37,2.708050419290919e-38,9.46076216195628e-37,1.3197448460007096e-36
4.135626917817709,9.205832527971678e-37,8.578159417055435e-37,9.820206574519416e-37,2.663234121673635e-38,9.472155940139042e-37,2.458811742442098e-38,8.824040591299645e-37,2.8723808173926905e-38,1.0107444656258686e-36,1.3316907165625375e-36
4.207849036297403,9.833327108696867e-37,9.157828673267203e-37,1.0490482194899236e-36,2.824554414044393e-38,1.0115782550101306e-36,2.6081936024980905e-38,9.418648033517013e-37,3.0466831419947163e-38,1.0795150509098708e-36,1.3437528647339652e-36
4.281332398719393,1.0499730622167976e-36,9.77390492776272e-37,1.1203304077599676e-36,2.99564637332144e-38,1.0799295259500119e-36,2.766650960173001e-38,1.0050570023780022e-36,3.231562511317922e-38,1.1526460328731468e-36,1.3559326282155172e-36
4.356099030694608,1.1207111080682158e-36,1.0428488069686853e-36,1.1961134757121654e-36,3.1684165005473576e-38,1.1523952730736894e-36,2.9267287293152327e-38,1.0721160942618376e-36,3.417636539947638e-38,1.2302898411116419e-36,1.3682313649352194e-36
4.432171342476087,1.195726142813126e-36,1.1122997621293532e-36,1.276577427095653e-36,3.34582049501938e-38,1.2291843477633198e-36,3.091153925388642e-38,1.1432113013832395e-36,3.608274123945521e-38,1.3126601683351082e-36,1.3806504534506542e-36
4.509572135676147,1.2752384923982537e-36,1.1859439132738692e-36,1.3619654754595578e-36,3.533157582962286e-38,1.3105700682278766e-36,3.264816617521328e-38,1.2185920794490824e-36,3.8095455737766953e-38,1.4000609311973247e-36,1.3931912933604596e-36
4.588324610100845,1.3594817157532813e-36,1.263996148227944e-36,1.4525378642630902e-36,3.730983931931412e-38,1.3967915550725954e-36,3.448235773216454e-38,1.2984785059601085e-36,4.022044052133245e-38,1.4927583047844227e-36,1.4058553057255128e-36
4.668452370703792,1.4486992202298788e-36,1.3466791246719492e-36,1.5485652749000088e-36,3.9398868500677173e-38,1.488098088730556e-36,3.6419595158508167e-38,1.3830987198304574e-36,4.246395808637896e-38,1.5910292329863876e-36,1.4186439335000462e-36
4.749979434661412,1.543144544999325e-36,1.4342232763701158e-36,1.6503289811797268e-36,4.1604865297023423e-38,1.5847494102963483e-36,3.8465667626677417e-38,1.4726889439967932e-36,4.483262025450441e-38,1.6951616014342313e-36,1.4315586419729422e-36
4.832930238571752,1.6430816454952063e-36,1.526866791182262e-36,1.7581209826114678e-36,4.3934378885873653e-38,1.68701602438108e-36,4.062668954792971e-38,1.5674934807301918e-36,4.733340765822997e-38,1.8054543902696977e-36,1.4446009192194686e-36
4.917329645779018,1.748785178482839e-36,1.6248555583682458e-36,1.872244114127021e-36,4.6394325142199113e-38,1.7951795036250383e-36,4.290911884444152e-38,1.6677646772126873e-36,4.997369031347394e-38,1.922217804440495e-36,1.457772276563717e-36
5.003202953826004,1.8605407873168667e-36,1.728443082622529e-36,1.993012129774449e-36,4.899200717031569e-38,1.9095327944871825e-36,4.531977624793283e-38,1.773762858870462e-36,5.27612493395619e-38,2.0457733791140107e-36,1.471074249052017e-36
5.090575902036683,1.978645386928519e-36,1.837890362211981e-36,2.1207497578156077e-36,5.173513698538719e-38,2.0303805239139064e-36,4.786586568250536e-38,1.8857562278944865e-36,5.570429989079493e-38,2.1764540577064027e-36,1.4845083959376008e-36
5.17947467923121,2.103406678954417e-36,1.953465951892101e-36,2.255793660853078e-36,5.461330213530952e-38,2.1580199810897265e-36,5.053808154277913e-38,2.0040040334348803e-36,5.879326205525348e-38,2.3145869229083314e-36,1.4980763011768094e-36
5.269925931575656,2.2350571066388983e-36,2.0754721657576767e-36,2.3985932423876877e-36,5.74779029557185e-38,2.2925350095946168e-36,5.320113122987779e-38,2.1286732969875545e-36,6.188267162891733e-38,2.460475914016605e-36,1.5117795739371323e-36
5.36195677056882,2.3738741049386977e-36,2.2042136414062417e-36,2.5495528201412705e-36,6.049275907180637e-38,2.434366864010504e-36,5.600450744737614e-38,2.260218148853618e-36,6.513442040915453e-38,2.614687240550425e-36,1.525619849117373e-36
5.455594781168519,2.520213860057468e-36,2.339984869524852e-36,2.7089985329121005e-36,6.366575174008745e-38,2.5838796117975553e-36,5.895560455041128e-38,2.3989404740752632e-36,6.855703883434147e-38,2.777555571746442e-36,1.539598787880263e-36
5.550868030059805,2.6744515328693317e-36,2.483086733921413e-36,2.8772529732713576e-36,6.700517560819109e-38,2.741456708477523e-36,6.206220653168829e-38,2.5451489404531013e-36,7.215950559180562e-38,2.949412478863163e-36,1.5537180781978284e-36
5.647805074067555,2.8369825320113333e-36,2.6338260761432408e-36,3.054632869559504e-36,7.051976039823691e-38,2.90750229240957e-36,6.53325075530075e-38,2.699158583696248e-36,7.59512711719624e-38,3.1305841407314666e-36,1.5679794354098414e-36
5.746434968715974,3.008223885090825e-36,2.7925151981960013e-36,3.2414465385435495e-36,7.421869372754556e-38,3.0824425788183704e-36,6.877513355868865e-38,2.8612903317546898e-36,7.994228266015102e-38,3.3213888212037003e-36,1.582384602795686e-36
5.846787276937591,3.188615715714562e-36,2.9594713002355712e-36,3.437991104365582e-36,7.811164512636277e-38,3.266727360840925e-36,7.239916502788206e-38,3.031870465263453e-36,8.414300983121339e-38,3.522134114196795e-36,1.5969353521599802e-36
5.948892077934334,3.378622834703409e-36,3.135015850195377e-36,3.6445494815739633e-36,8.220879131536432e-38,3.460831626018773e-36,7.621416092578733e-38,3.211230011121164e-36,8.856447261525192e-38,3.7331139541892156e-36,1.611633484432308e-36
6.052779976193349,3.578735056800538e-36,3.3194688365127544e-36,3.861384749819588e-36,8.64788050215273e-38,3.665213861822065e-36,8.018306260183657e-38,3.399651899114591e-36,9.315241199881761e-38,3.954537161818406e-36,1.6264808302814192e-36
6.158482110660264,3.789391034396352e-36,3.5130113367347355e-36,4.088727320409717e-36,9.079089146847951e-38,3.8801819258648316e-36,8.415722437734732e-38,3.5971685611120825e-36,9.769666584807663e-38,4.1864239862577937e-36,1.641479250744263e-36
6.266030164072655,4.0109795451678855e-36,3.715990897272468e-36,4.32703218651051e-36,9.531799117239521e-38,4.1062975363402806e-36,8.832835994389868e-38,3.804319257216367e-36,1.0246260201992125e-37,4.429494788530431e-36,1.6566306378702428e-36
6.375456372456506,4.243898267928995e-36,3.928880009599493e-36,4.576862813094571e-36,1.0007082532387338e-37,4.343969093252868e-36,9.270623203299194e-38,4.021586241632485e-36,1.074610348424662e-37,4.684323847937037e-36,1.6719369153810713e-36
6.486793534788511,4.48854228632214e-36,4.152186213486495e-36,4.8388297461048014e-36,1.0506064970346533e-37,4.593602936025605e-36,9.730108725231398e-38,4.249487300738809e-36,1.1270330619915701e-37,4.951533052303958e-36,1.6874000393466316e-36
6.600075022827095,4.7453020473317765e-36,4.386455326815701e-36,5.113595265262977e-36,1.102992813379049e-37,4.855601328669681e-36,1.021236800683799e-37,4.488579006884081e-36,1.1820131126451417e-37,5.231796576527491e-36,1.7030219988772493e-36
6.715334791115144,5.014561140170037e-36,4.6322749613146004e-36,5.4018784634841184e-36,1.1579912648548202e-37,5.1303602666555193e-36,1.0718529797785781e-37,4.739460259292458e-36,1.2396752549531543e-37,5.5258459889794336e-36,1.7188048168327987e-36
6.832607387157402,5.29669389236744e-36,4.8902783527407e-36,5.704460799620661e-36,1.215732100168473e-37,5.418267102384287e-36,1.1249778792646105e-37,5.0027761406671616e-36,1.300150329385167e-37,5.834475832559178e-36,1.7347505505490732e-36
6.951927961775605,5.5921471250409583e-36,5.1611672312171575e-36,6.022171587952699e-36,1.2748063015799363e-37,5.719627755198952e-36,1.1798019046038494e-37,5.279147421677543e-36,1.3628061058865582e-37,6.158452198541355e-36,1.7508612925818583e-36
7.073332279644442,5.9017958061202894e-36,5.4456092774360175e-36,6.355579120028908e-36,1.33502752666275e-37,6.035298558786564e-36,1.2362557883206721e-37,5.569234856268085e-36,1.4276231744179158e-37,6.498341437470699e-36,1.767139171469168e-36
7.196856730011519,6.22602305612019e-36,5.743870259794397e-36,6.705013969656689e-36,1.3980935729125202e-37,6.365832413411442e-36,1.2954110077229825e-37,5.873411360566695e-36,1.495523038333629e-37,6.854566273490052e-36,1.7835863525121008e-36
7.322538337604533,6.565070317914071e-36,6.056114393762034e-36,7.070754975637506e-36,1.4641388282873045e-37,6.711484200742801e-36,1.3573968225535166e-37,6.191854076017385e-36,1.5666523199292668e-37,7.227420207630433e-36,1.8002050385748038e-36
7.450414773728913,6.919127121838083e-36,6.382436879116668e-36,7.453022319799193e-36,1.5333040291664502e-37,7.072457524754727e-36,1.4223486776734482e-37,6.524671746884013e-36,1.6411646150731209e-37,7.617138781306505e-36,1.8169974709040247e-36
7.580524367559261,7.288323906683544e-36,6.722854362936787e-36,7.851969048398168e-36,1.6057365602469858e-37,7.448897562708243e-36,1.490408499022114e-37,6.871895212838998e-36,1.7192208248794543e-37,8.023891130886113e-36,1.83396592996876e-36
7.712906117627995,7.672724532479958e-36,7.077295033323607e-36,8.267672199657732e-36,1.6815907686067401e-37,7.840883609340632e-36,1.5617250037387352e-37,7.23346753369748e-36,1.8009895031568796e-37,8.44777114997342e-36,1.851112736320513e-36
7.847599703514611,8.072279693153042e-36,7.445658235956605e-36,8.700403681483979e-36,1.7584007371416202e-37,8.248119766867205e-36,1.6345499383899758e-37,7.609113229795602e-36,1.883284842258745e-37,8.888732165709853e-36,1.8684402514747e-36
7.984645497739087,8.487217596258875e-36,7.828383718872098e-36,9.151168188917166e-36,1.8374338853227024e-37,8.670960984791145e-36,1.7098383212362915e-37,7.999367550995728e-36,1.9676962453289742e-37,9.347937813450064e-36,1.885950878813725e-36
8.12408457786297,8.918382968613906e-36,8.2262646569308e-36,9.620372283730413e-36,1.9200192604674555e-37,9.110384894660651e-36,1.7885945336413935e-37,8.40512411029494e-36,2.0558910829643847e-37,9.825961392026851e-36,1.903647064512312e-36
8.26595873880181,9.366750263592169e-36,8.640188934847663e-36,1.0108340210786044e-35,2.00631652110767e-37,9.567381915702936e-36,1.8709783059831924e-37,8.827286765445982e-36,2.1480389338781414e-37,1.0323144104173858e-35,1.9215312984856364e-36
8.410310505352605,9.833411306110796e-36,9.071147191094488e-36,1.061536364746804e-35,2.0964925017937413e-37,1.004306055629017e-35,1.9571567259198526e-37,9.266862863686473e-36,2.2443169775332878e-37,1.0839795345221368e-35,1.939606115360869e-36
8.557183144940007,1.0319586752847505e-35,9.520242821836182e-36,1.1141697926551444e-35,2.190721535628243e-37,1.0538658906410328e-35,2.047304577270565e-37,9.724973279563238e-36,2.3449103348189046e-37,1.1376188960033335e-35,1.9578740954727092e-36
8.706620680585127,1.082652770104948e-35,9.988744831663244e-36,1.1687444063079544e-35,2.2875095000943637e-37,1.1055278651058917e-35,2.1388095606519704e-37,1.0202625787728441e-35,2.448119509612187e-37,1.1932256014040763e-35,1.976337865883548e-36
8.858667904100825,1.1354601865221019e-35,1.0477434546413479e-35,1.2252586356969096e-35,2.3873845159318027e-37,1.1593340316814199e-35,2.2324215624153464e-37,1.0700676702655013e-35,2.5545288137904126e-37,1.2508039238348139e-35,1.9950001014288796e-36
9.013370389517434,1.19037030537893e-35,1.0985911013576086e-35,1.2837940301110328e-35,2.4916201776105043e-37,1.215286507155035e-35,2.3301307998725237e-37,1.1218924093563339e-35,2.6655632761650124e-37,1.310449662872683e-35,2.0138635257886227e-36
9.17077450674293,1.2473599565939867e-35,1.1513498802819388e-35,1.344448860882626e-35,2.6004068754097768e-37,1.2733640253480845e-35,2.4321166019558435e-37,1.1756710463014973e-35,2.7814239326182914e-37,1.3722631002088091e-35,2.0329309125850096e-36
9.330927435461668,1.3063908698433887e-35,1.2059289634733357e-35,1.4073320636742065e-35,2.7139433122440373e-37,1.3335303029658292e-35,2.5385661465153996e-37,1.2313146249384895e-35,2.902320557204018e-37,1.4363552692462466e-35,2.0522050865077306e-36
9.493877179275827,1.3674090062085044e-35,1.262212375387995e-35,1.4725641028860508e-35,2.8320248687768027e-37,1.3957292548962725e-35,2.6492913489526974e-37,1.288705288877522e-35,3.027945603581843e-37,1.5028435589218693e-35,2.071688924467045e-36
9.659672580093831,1.4304743774238148e-35,1.320151992651432e-35,1.5402322741215906e-35,2.9509052509498886e-37,1.4599834299333139e-35,2.760807421610302e-37,1.3477600668675348e-35,3.153466313945863e-37,1.5717669372610492e-35,2.091385356775575e-36
9.828363332770026,1.4956666324971e-35,1.3798570602679994e-35,1.61032719389675e-35,3.0747758948334477e-37,1.5264143914454345e-35,2.8770175172434816e-37,1.4086272354404343e-35,3.2841903703382307e-37,1.6431690976001323e-35,2.1112973683595082e-36
10.0,1.56299229860107e-35,1.4414599372493394e-35,1.6828157391652898e-35,3.2038462774789296e-37,1.5950307613758595e-35,2.9981192203902316e-37,1.4714411294532416e-35,3.420333472700402e-37,1.717019073892294e-35,2.131428e-36
